,Latitude,Longitude
parada_RN_117_Volta0,-5.219006490247513,-37.36516177654249
parada_RN_117_Ida1,-5.243555991062404,-37.37922728061408
parada_RN_117_Volta1,-5.243513255301756,-37.3793452978176
parada_RN_117_Ida2,-5.220191785011409,-37.365578860043954
parada_RN_117_Volta2,-5.245390954740976,-37.38011240959103
parada_Assembleia_de_Deus_Efraim_1_Ida,-5.227535220449087,-37.36887663602535
parada_Assembleia_de_Deus_Efraim_1_Volta,-5.227198667682369,-37.36878812313394
parada_Delta_Gas_Volta,-5.208247250241188,-37.354923784732804
parada_Elfe_Operacao_E_Manutencao_Ida,-5.229997926444108,-37.372967004771695
parada_Elfe_Operacao_E_Manutencao_Volta,-5.230307767298927,-37.37328082323018
parada_Lojas_Americanas_Centro,-5.195403633825305,-37.34676115214686
parada_Mercado_Publico_do_Alto_da_Conceicao,-5.1981469395806315,-37.348551526667805
parada_Paozao,-5.200355999887228,-37.349957004189164
parada_Posto_da_Policia_Rodoviaria_Estadual_RN_117_Ida,-5.22162148124589,-37.366256117822104
parada_Posto_da_Policia_Rodoviaria_Estadual_RN_117_Volta,-5.221610796929181,-37.36630171537168
parada_Sabao_Guarani_Ida,-5.228439371229053,-37.370628118516066
parada_Sabao_Guarani_Volta,-5.228397969959145,-37.37075150012608
