,Acessibilidade da parada,Latitude,Longitude
parada_Avenida_Antonio_Bento_Volta5,6930527,-5.235179000000004,-37.31135
parada_Rua_Manoel_Amancio_Reboucas_Neto_Volta0,6932650,-5.235119629421364,-37.32305914163462
parada_EBS_Perfuracoes_Volta,6938841,-5.131947000000005,-37.34425
parada_Avenida_Antonio_Bento_Ida3,6945490,-5.235180000000003,-37.311127
parada_Posto_Salinas_SP_Combustiveis_Ida,6952703,-5.131749000000009,-37.344307
parada_Rua_Francisco_Lima_Ferreira_Ida1,6957525,-5.227305509843738,-37.32828408479467
parada_Rua_Francisco_Lima_Ferreira_Ida0,6968489,-5.227934000000007,-37.327095
parada_Avenida_Damiao_Rodrigues_de_Souza_Volta0,6974812,-5.228689114269673,-37.328769564629454
parada_Avenida_Antonio_Bento_Ida2,7041941,-5.235700600000002,-37.31007
parada_Elfe_Operacao_E_Manutencao_Ida,7052326,-5.229997926444108,-37.372967004771695
parada_Avenida_Antonio_Bento_Volta6,7053850,-5.235865999999998,-37.30998
parada_Churrascaria_Chimarrao_Volta,7060073,-5.226624390715836,-37.330015450718335
parada_Rua_da_Pitomba_Volta0,7062676,-5.190075255843008,-37.28984802961232
parada_Elfe_Operacao_E_Manutencao_Volta,7072945,-5.230307767298927,-37.37328082323018
parada_Rua_Joao_Barbosa_de_Lira_Ida1,7079872,-5.236943000000011,-37.32406199999999
parada_Rua_Joao_Barbosa_De_Lira_Volta0,7092697,-5.236779666522155,-37.32417762279288
parada_Avenida_Antonio_Bento_Volta7,7124712,-5.236261400000003,-37.30908999999999
parada_Comercial_Gerdau_Volta,7129593,-5.148221318630444,-37.347657680511205
parada_Avenida_Antonio_Bento_Ida1,7149964,-5.236334000000008,-37.30871
parada_Lonam_Freios_Pecas_e_Servicos_Volta,7151964,-5.149806118010526,-37.34797686338517
parada_Rua_Celso_Rego_Volta0,7162483,-5.150134000000013,-37.346756
parada_Rua_Francisco_Soares_Xaxa_Ida1,7166173,-5.220502298481804,-37.29595273733384
parada_Rua_Manoel_Batista_Neto_Volta1,7166532,-5.23359981684795,-37.32587814330956
parada_Rua_Joao_Barbosa_de_Lira_Ida0,7212032,-5.23595900000001,-37.325905
parada_Rua_Francisco_Soares_Xaxa_Volta0,7222605,-5.220991000000011,-37.2954
parada_Rua_Francisco_Soares_Xaxa_Ida0,7223723,-5.220889605394421,-37.295314371585896
parada_Rua_Joao_Barbosa_De_Lira_Volta1,7237288,-5.235745983437125,-37.326197326183525
parada_Avenida_Gagaca_Lopes_Ida2,7322244,-5.236238000000002,-37.32701
parada_Avenida_Gagaca_Lopes_Volta0,7325458,-5.23625881866711,-37.327059656385686
parada_Rua_Manoel_Batista_Neto_Volta0,7350388,-5.232337755272411,-37.32830956578617
parada_UBS_Vereador_Lahyre_Rosado_Volta,7435486,-5.230596239673652,-37.32955411076219
parada_Avenida_Gagaca_Lopes_Volta1,7449054,-5.237674455412885,-37.32778653502503
parada_Avenida_Gagaca_Lopes_Ida1,7454004,-5.237744000000007,-37.32778999999999
parada_3_Coracoes_Volta,7508178,-5.12470200000001,-37.34268599999999
parada_Avenida_Francisco_de_Assis_Fontes_Ida0,7524024,-5.239565527408013,-37.32776775956186
parada_3_Coracoes_Ida,7526628,-5.1244454,-37.34273999999999
parada_Ida_Volta_Linha7,7526816,-5.239601600000007,-37.310337
parada_Rua_Zeus_Volta4,7542584,-5.234789758294306,-37.34024405479194
parada_Avenida_Gagaca_Lopes_Volta2,7570006,-5.239036668866865,-37.32852280140045
parada_Avenida_Gagaca_Lopes_Ida0,7572308,-5.239094763193042,-37.328469827775095
parada_Rua_Sem_Nome_Jardim_das_Palmeiras_Ida0,7630695,-5.240636598135188,-37.309315502644736
parada_Rua_Professor_Anderson_Araujo_Ida0,7682619,-5.237982999999994,-37.308914
parada_Rua_Professor_Anderson_Araujo_Volta1,7682871,-5.237912175224453,-37.30899631977077
parada_Ida_Volta_Linha8,7715030,-5.24037484037079,-37.32817411422336
parada_Rua_Sem_Nome_Jardim_das_Palmeiras_Ida2,7734143,-5.2385974,-37.308445
parada_Rua_Professor_Anderson_Araujo_Ida1,7743144,-5.237293700000004,-37.308464
parada_Rua_Professor_Anderson_Araujo_Volta0,7743153,-5.237267126299224,-37.30849877000114
parada_Rua_Sem_Nome_Jardim_das_Palmeiras_Ida1,7778137,-5.238967222759665,-37.308022677902414
parada_Avenida_Antonio_Bento_Volta8,7795999,-5.236740936825526,-37.30811655521829
parada_Avenida_Antonio_Bento_Ida0,7796652,-5.236656799893181,-37.30805754661204
parada_Ida_Volta_Linha9,8049470,-5.236059160209714,-37.33794070780237
parada_RN_117_Volta1,8175466,-5.243513255301756,-37.3793452978176
parada_RN_117_Ida1,8175477,-5.243555991062404,-37.37922728061408
parada_RN_117_Ida0,8332132,-5.245390954740976,-37.38004937768216
parada_RN_117_Volta2,8334078,-5.245390954740976,-37.38011240959103
parada_Rua_Monalisa_Fartura_Ida0,8429083,-5.22367820807353,-37.28683054447467
parada_Rua_Pedro_Zaqueu_Dantas_Ida0,8544814,-5.223978703311875,-37.28483766317042
parada_Avenida_Mossoro_Ida3,8552550,-5.24580161726903,-37.38198660314431
parada_Rua_Monalisa_Fartura_Ida1,8573001,-5.225454466718938,-37.28728115558187
parada_Rua_Joao_Aquino_de_Morais_Volta1,8663020,-5.225270299999998,-37.285065
parada_Avenida_Mossoro_Ida2,8671793,-5.2451378796478485,-37.38350741565248
parada_Ida_Volta_Linha17,8777849,-5.226680300000006,-37.285397
parada_Avenida_Mossoro_Volta0,8806309,-5.245687433085312,-37.38193362950998
parada_Avenida_Mossoro_Ida1,8834553,-5.244303866279448,-37.385409101839606
parada_Avenida_Mossoro_Volta2,9006149,-5.244179665640068,-37.38541781901926
parada_Avenida_Mossoro_Ida0,9039797,-5.243379706052117,-37.38763265311743
parada_Avenida_Mossoro_Volta1,9174985,-5.244998321042862,-37.383462488650345
parada_Ida_Volta_Linha19,9214074,-5.242500283526232,-37.38967850804703
parada_Avenida_Mossoro_Volta3,9408111,-5.243075213655764,-37.38808259367719
parada_Avenida_dos_Automoveis_Volta0,9586902,-5.118496083117659,-37.334002554412734
parada_Ida_Volta_Linha12,9665573,-5.117847906896663,-37.331969439983375
parada_Avenida_dos_Automoveis_Ida1,9805476,-5.119423097529939,-37.33279556036306
parada_Rua_Centro_Esportivo_Mossoroense_Volta1,9848181,-5.119091999999999,-37.329987
parada_Avenida_dos_Automoveis_Ida0,9864913,-5.118602943640301,-37.33408167958603
parada_Rua_Centro_Esportivo_Mossoroense_Volta0,10055902,-5.120534400000003,-37.32776599999999
parada_Avenida_dos_Automoveis_Ida2,10201171,-5.120780000000007,-37.33063
parada_Avenida_dos_Automoveis_Ida3,10415826,-5.122201400000007,-37.32832299999999
