signal id;x;y;time;signal state
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;28160.0;RED
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;28240.0;RED
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;28240.0;RED
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;28240.0;GREEN
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;28260.0;RED
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;28260.0;GREEN
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;28270.0;GREEN
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;28270.0;GREEN
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;28270.0;RED
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;28350.0;RED
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;28350.0;RED
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;28350.0;GREEN
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;28370.0;RED
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;28370.0;GREEN
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;28380.0;GREEN
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;28380.0;GREEN
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;28380.0;RED
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;28460.0;RED
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;28460.0;RED
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;28460.0;GREEN
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;28480.0;RED
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;28480.0;GREEN
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;28490.0;GREEN
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;28490.0;GREEN
semaforo_Juvenal_Sul_Norte;-4156708.6974080964;-577475.2600400343;28490.0;RED
semaforo_Delfim_Leste_Oeste;-4156677.943862214;-577462.871143639;28570.0;RED
semaforo_Delfim_Oeste_Leste;-4156715.5418481934;-577447.6965428555;28570.0;RED
semaforo_Juvenal_Norte_Sul;-4156684.930017325;-577435.3459415314;28570.0;GREEN
